,NestBox,Plot,latitude,longitude,CatchDate,CatchMonth,Season,coords.x1,coords.x2,Occur,CatchYear,B1,B2,B3,B4,B5,NDVI,Elevation,Slope,Aspect,NDVItext,Dist_to_path
528,1919,19,47.99043,11.27638,1/9/2013 12:00,1,1,669834.5084,5317744.026,0,2013,40,29,21,90,45,0.621621622,15.9602516,0.017233586,1.548760124,8.25E-06,0
529,1920,19,47.99052,11.27697,1/9/2013 12:00,1,1,669878.2287,5317755.328,0,2013,39,29,21,97,49,0.644067797,16.79863991,0.010349901,3.149845961,7.82E-06,30
530,1921,19,47.99047,11.27743,1/9/2013 12:00,1,1,669912.7104,5317750.785,0,2013,43,35,27,112,66,0.611510791,15.31254486,0.025026426,2.135138399,4.62E-05,60
1243,1921,19,47.99047,11.27743,5/22/2013 12:00,5,0,669912.7104,5317750.785,0,2013,43,35,27,112,66,0.611510791,15.31254486,0.025026426,2.135138399,4.62E-05,60
1244,1922,19,47.99083,11.27751,5/22/2013 12:00,5,0,669917.4963,5317790.971,0,2013,45,38,31,110,74,0.560283688,14.96483428,0.025196749,1.939600766,3.39E-05,84.85281374
1245,1923,19,47.99098,11.2769,5/22/2013 12:00,5,0,669871.4962,5317806.297,0,2013,39,28,21,101,51,0.655737705,16.67481667,0.005972363,3.741727572,7.23E-06,30
531,1925,19,47.99083,11.27565,1/9/2013 12:00,1,1,669778.7354,5317786.872,0,2013,40,30,22,105,51,0.653543307,16.00000002,0.014846212,4.84662644,7.47E-06,0
1246,1925,19,47.99083,11.27565,5/22/2013 12:00,5,0,669778.7354,5317786.872,0,2013,40,30,22,105,51,0.653543307,16.00000002,0.014846212,4.84662644,7.47E-06,0
532,1926,19,47.99089,11.27513,1/9/2013 12:00,1,1,669739.7452,5317792.395,0,2013,39,29,23,99,50,0.62295082,16,0.001684461,0.58005476,5.58E-06,0
533,1927,19,47.99084,11.27455,1/9/2013 12:00,1,1,669696.6397,5317785.561,0,2013,40,30,21,104,53,0.664,16,0.008349198,2.27374136,1.56E-05,0
1247,1927,19,47.99084,11.27455,5/22/2013 12:00,5,0,669696.6397,5317785.561,0,2013,40,30,21,104,53,0.664,16,0.008349198,2.27374136,1.56E-05,0
534,1928,19,47.99138,11.27434,1/9/2013 12:00,1,1,669679.2021,5317845.112,0,2013,44,34,32,78,62,0.418181818,16.99999997,0.014800342,2.016516797,0.000303135,42.42640687
1248,1930,19,47.9915,11.27572,5/22/2013 12:00,5,0,669781.7588,5317861.488,0,2013,40,29,22,83,45,0.580952381,16.00000001,0.009892985,5.105155851,0.000174713,30
1249,1931,19,47.99121,11.27632,5/22/2013 12:00,5,0,669827.4718,5317830.58,0,2013,40,30,22,104,51,0.650793651,16.67474759,0.001529523,6.076148355,2.42E-06,0
535,1932,19,47.99134,11.27702,1/9/2013 12:00,1,1,669879.2664,5317846.57,0,2013,40,29,20,105,52,0.68,16.84435916,0.010599816,5.081967357,6.45E-06,0
1250,1932,19,47.99134,11.27702,5/22/2013 12:00,5,0,669879.2664,5317846.57,0,2013,40,29,20,105,52,0.68,16.84435916,0.010599816,5.081967357,6.45E-06,0
1251,1933,19,47.99133,11.27765,5/22/2013 12:00,5,0,669926.2984,5317846.848,0,2013,41,32,24,118,62,0.661971831,16.20757389,0.017026201,2.147531196,1.38E-05,60
536,1935,19,47.9917,11.27706,1/9/2013 12:00,1,1,669881.0684,5317886.668,0,2013,42,31,23,101,49,0.629032258,16.67558365,0.015493258,5.196868159,5.09E-05,30
1252,1935,19,47.9917,11.27706,5/22/2013 12:00,5,0,669881.0684,5317886.668,0,2013,42,31,23,101,49,0.629032258,16.67558365,0.015493258,5.196868159,5.09E-05,30
1253,1936,19,47.99179,11.27632,5/22/2013 12:00,5,0,669825.5679,5317895.039,0,2013,40,29,22,103,51,0.648,16.00000001,0.008958243,5.475959234,1.14E-05,30
1254,1937,19,47.99235,11.27714,5/22/2013 12:00,5,0,669884.902,5317959.083,0,2013,42,31,22,104,55,0.650793651,16.17534097,0.01454093,4.045615207,4.52E-05,84.85281374
1255,1938,19,47.9924,11.27763,5/22/2013 12:00,5,0,669921.292,5317965.72,0,2013,40,30,21,106,54,0.669291339,16.99138638,0.011080145,2.531434946,8.67E-06,134.1640786
537,1939,19,47.99227,11.27828,1/9/2013 12:00,1,1,669970.2094,5317952.705,0,2013,41,31,24,102,54,0.619047619,16.28251775,0.009459982,5.602695516,2.40E-05,127.2792206
1256,1940,19,47.99284,11.27889,5/22/2013 12:00,5,0,670013.8425,5318017.399,0,2013,39,28,21,75,36,0.5625,17,0.002683613,0.017601921,2.41E-05,174.9285568
1257,1942,19,47.99275,11.2776,5/29/2013 12:00,5,0,669917.9044,5318004.552,0,2013,41,30,22,110,53,0.666666667,16.95413224,0.004517757,3.17878705,1.09E-05,161.5549442
1258,1943,19,47.99269,11.27711,5/29/2013 12:00,5,0,669881.5475,5317996.803,0,2013,40,29,22,72,42,0.531914894,16.99999999,0.004729845,3.641355085,5.68E-05,134.1640786
1259,1944,19,47.99305,11.27765,5/29/2013 12:00,5,0,669920.6491,5318038.003,0,2013,41,29,23,96,49,0.613445378,17.03546782,0.013341345,3.444881056,1.84E-05,189.7366596
1260,1945,19,47.99316,11.27846,5/29/2013 12:00,5,0,669980.7132,5318052.014,0,2013,40,30,23,109,56,0.651515152,16.99999999,0.00892956,1.361760829,1.21E-05,169.7056275
1261,1946,19,47.99313,11.27906,5/29/2013 12:00,5,0,670025.5713,5318050.003,0,2013,40,30,21,91,47,0.625,16.68368371,0.00899473,0.273739948,2.69E-05,150
1262,1947,19,47.99319,11.27962,5/29/2013 12:00,5,0,670067.1497,5318057.907,0,2013,40,28,22,94,50,0.620689655,16.53595179,0.021046437,0.922396648,6.74E-06,94.86832981
538,1948,19,47.99365,11.27969,1/9/2013 12:00,1,1,670070.8594,5318109.184,0,2013,39,29,22,92,47,0.614035088,16.06254038,0.01130713,1.156773863,1.57E-05,67.08203932
539,1949,19,47.99348,11.27929,1/9/2013 12:00,1,1,670041.5787,5318089.409,0,2013,40,29,22,98,50,0.633333333,16.23510997,0.010451624,1.102098446,4.56E-06,84.85281374
1263,1949,19,47.99348,11.27929,5/29/2013 12:00,5,0,670041.5787,5318089.409,0,2013,40,29,22,98,50,0.633333333,16.23510997,0.010451624,1.102098446,4.56E-06,84.85281374
540,1950,19,47.99345,11.27819,1/9/2013 12:00,1,1,669959.6186,5318083.648,0,2013,40,28,20,91,46,0.63963964,17.50564827,0.008520058,1.584330284,2.53E-05,174.9285568
541,2001,20,48.00396,11.27899,1/17/2013 12:00,1,1,669984.7535,5319253.46,0,2013,44,36,30,107,70,0.562043796,15.07425552,0.007865055,0.023730436,4.43E-05,108.1665383
1264,2001,20,48.00396,11.27899,5/24/2013 12:00,5,0,669984.7535,5319253.46,0,2013,44,36,30,107,70,0.562043796,15.07425552,0.007865055,0.023730436,4.43E-05,108.1665383
542,2002,20,48.00396,11.27943,1/17/2013 12:00,1,1,670017.5703,5319254.43,0,2013,45,36,30,111,80,0.574468085,15.78664897,0.005528709,4.526337572,5.62E-05,94.86832981
543,2004,20,48.00428,11.27949,1/17/2013 12:00,1,1,670020.9933,5319290.126,0,2013,40,30,22,98,52,0.633333333,14.50765439,0.015957317,0.386483132,6.27E-06,150
1265,2004,20,48.00428,11.27949,5/27/2013 12:00,5,0,670020.9933,5319290.126,0,2013,40,30,22,98,52,0.633333333,14.50765439,0.015957317,0.386483132,6.27E-06,150
544,2005,20,48.00433,11.27891,1/17/2013 12:00,1,1,669977.5707,5319294.404,0,2013,41,29,23,98,54,0.619834711,14.68340147,0.011057581,5.358435862,1.73E-06,161.5549442
1266,2005,20,48.00433,11.27891,5/27/2013 12:00,5,0,669977.5707,5319294.404,0,2013,41,29,23,98,54,0.619834711,14.68340147,0.011057581,5.358435862,1.73E-06,161.5549442
1267,2006,20,48.00454,11.27816,5/27/2013 12:00,5,0,669920.9433,5319316.088,0,2013,40,29,22,98,48,0.633333333,13.6559541,0.01035767,0.978138925,4.61E-06,216.3330765
545,2007,20,48.00447,11.27753,1/17/2013 12:00,1,1,669874.186,5319306.92,0,2013,41,31,24,106,55,0.630769231,14.12794713,0.004217247,2.837048598,5.88E-06,150
1268,2007,20,48.00447,11.27753,5/27/2013 12:00,5,0,669874.186,5319306.92,0,2013,41,31,24,106,55,0.630769231,14.12794713,0.004217247,2.837048598,5.88E-06,150
546,2008,20,48.00451,11.27678,1/17/2013 12:00,1,1,669818.1175,5319309.712,0,2013,41,30,22,88,46,0.6,14.07056145,0.015462468,1.423616291,1.81E-06,108.1665383
1269,2008,20,48.00451,11.27678,5/27/2013 12:00,5,0,669818.1175,5319309.712,0,2013,41,30,22,88,46,0.6,14.07056145,0.015462468,1.423616291,1.81E-06,108.1665383
1270,2009,20,48.0043,11.27615,5/27/2013 12:00,5,0,669771.8197,5319284.985,0,2013,41,33,25,107,60,0.621212121,15.49341271,0.021897327,1.154477673,1.10E-05,67.08203932
547,2011,20,48.00471,11.27627,1/17/2013 12:00,1,1,669779.4235,5319330.816,0,2013,40,28,21,86,44,0.607476636,15.40136149,0.017882728,1.376808736,5.03E-06,108.1665383
1271,2011,20,48.00471,11.27627,5/27/2013 12:00,5,0,669779.4235,5319330.816,0,2013,40,28,21,86,44,0.607476636,15.40136149,0.017882728,1.376808736,5.03E-06,108.1665383
548,2013,20,48.00471,11.27758,1/17/2013 12:00,1,1,669877.1268,5319333.703,0,2013,40,28,22,92,43,0.614035088,15.6345576,0.016266241,3.114293391,4.36E-06,169.7056275
549,2015,20,48.00475,11.27879,1/17/2013 12:00,1,1,669967.2402,5319340.816,0,2013,40,29,22,103,53,0.648,14.21146967,0.012792921,5.274538647,4.42E-06,201.246118
1272,2016,20,48.00484,11.27942,5/24/2013 12:00,5,0,670013.9313,5319352.209,0,2013,43,33,26,109,66,0.614814815,14.99999998,0.00453359,0.232266776,8.14E-06,201.246118
550,2017,20,48.00473,11.28018,1/17/2013 12:00,1,1,670070.9757,5319341.661,0,2013,43,36,27,115,68,0.61971831,14.46733193,0.028236877,4.970460282,2.88E-05,150
1273,2017,20,48.00473,11.28018,5/24/2013 12:00,5,0,670070.9757,5319341.661,0,2013,43,36,27,115,68,0.61971831,14.46733193,0.028236877,4.970460282,2.88E-05,150
551,2018,20,48.00535,11.27954,1/17/2013 12:00,1,1,670021.2044,5319409.153,0,2013,44,36,31,101,69,0.53030303,14.00000002,0.008647526,4.864205474,2.96E-05,256.3201124
552,2020,20,48.00542,11.27841,1/17/2013 12:00,1,1,669936.697,5319414.44,0,2013,40,28,22,81,40,0.572815534,14.03905067,0.019353456,1.552499572,6.33E-06,276.5863337
1274,2020,20,48.00542,11.27841,5/27/2013 12:00,5,0,669936.697,5319414.44,0,2013,40,28,22,81,40,0.572815534,14.03905067,0.019353456,1.552499572,6.33E-06,276.5863337
553,2021,20,48.00525,11.27711,1/17/2013 12:00,1,1,669840.2994,5319392.681,0,2013,41,29,21,84,41,0.6,15.34351886,0.004011373,0.073082967,8.50E-06,192.0937271
1275,2021,20,48.00525,11.27711,5/27/2013 12:00,5,0,669840.2994,5319392.681,0,2013,41,29,21,84,41,0.6,15.34351886,0.004011373,0.073082967,8.50E-06,192.0937271
554,2022,20,48.00528,11.27683,1/17/2013 12:00,1,1,669819.3179,5319395.398,0,2013,40,28,21,94,39,0.634782609,15.11027407,0.001872386,5.703333609,2.95E-06,169.7056275
555,2023,20,48.0052,11.27603,1/17/2013 12:00,1,1,669759.9151,5319384.744,0,2013,41,30,20,97,50,0.658119658,15,0.00296637,5.947182848,3.85E-06,127.2792206
1276,2023,20,48.0052,11.27603,5/27/2013 12:00,5,0,669759.9151,5319384.744,0,2013,41,30,20,97,50,0.658119658,15,0.00296637,5.947182848,3.85E-06,127.2792206
556,2024,20,48.00525,11.27548,1/17/2013 12:00,1,1,669718.731,5319389.089,0,2013,41,31,22,109,56,0.664122137,14.82055625,0.015502716,0.043297633,4.70E-06,108.1665383
1277,2024,20,48.00525,11.27548,5/27/2013 12:00,5,0,669718.731,5319389.089,0,2013,41,31,22,109,56,0.664122137,14.82055625,0.015502716,0.043297633,4.70E-06,108.1665383
557,2026,20,48.00532,11.27429,1/17/2013 12:00,1,1,669629.749,5319394.248,0,2013,39,29,22,94,50,0.620689655,15.44364051,0.017487362,5.47202646,9.75E-06,67.08203932
1278,2026,20,48.00532,11.27429,5/27/2013 12:00,5,0,669629.749,5319394.248,0,2013,39,29,22,94,50,0.620689655,15.44364051,0.017487362,5.47202646,9.75E-06,67.08203932
558,2027,20,48.0057,11.27417,1/17/2013 12:00,1,1,669619.5527,5319436.216,0,2013,42,31,27,69,56,0.4375,15,0.008173949,1.991545596,4.96E-05,94.86832981
1279,2028,20,48.00569,11.27489,5/27/2013 12:00,5,0,669673.284,5319436.69,0,2013,42,29,22,69,43,0.516483516,14.99999999,0.014755982,1.390630257,5.34E-05,123.6931688
559,2029,20,48.00552,11.27555,1/17/2013 12:00,1,1,669723.0655,5319419.25,0,2013,40,31,23,99,44,0.62295082,14.83322603,0.013463211,4.909130094,2.71E-05,134.1640786
560,2030,20,48.00575,11.27688,1/17/2013 12:00,1,1,669821.5035,5319447.742,0,2013,40,28,21,72,32,0.548387097,14.99999999,0.009319588,1.677818157,1.87E-05,212.1320344
1280,2030,20,48.00575,11.27688,5/24/2013 12:00,5,0,669821.5035,5319447.742,0,2013,40,28,21,72,32,0.548387097,14.99999999,0.009319588,1.677818157,1.87E-05,212.1320344
561,2031,20,48.00568,11.27744,1/17/2013 12:00,1,1,669863.4988,5319441.197,0,2013,40,29,20,82,41,0.607843137,14.92000411,0.010753509,0.066692263,1.03E-05,254.5584412
1281,2031,20,48.00568,11.27744,5/24/2013 12:00,5,0,669863.4988,5319441.197,0,2013,40,29,20,82,41,0.607843137,14.92000411,0.010753509,0.066692263,1.03E-05,254.5584412
562,2032,20,48.00566,11.27817,1/17/2013 12:00,1,1,669918.0088,5319440.584,0,2013,41,29,22,81,43,0.572815534,14.66305135,0.012481181,1.596159308,5.56E-06,296.9848481
1282,2032,20,48.00566,11.27817,5/24/2013 12:00,5,0,669918.0088,5319440.584,0,2013,41,29,22,81,43,0.572815534,14.66305135,0.012481181,1.596159308,5.56E-06,296.9848481
563,2033,20,48.00554,11.27892,1/17/2013 12:00,1,1,669974.3392,5319428.901,0,2013,40,28,21,86,42,0.607476636,13.60341517,0.004051058,1.009310789,5.91E-06,283.019434
1283,2033,20,48.00554,11.27892,5/24/2013 12:00,5,0,669974.3392,5319428.901,0,2013,40,28,21,86,42,0.607476636,13.60341517,0.004051058,1.009310789,5.91E-06,283.019434
1284,2034,20,48.00563,11.27941,5/24/2013 12:00,5,0,670010.5882,5319439.985,0,2013,44,38,33,100,76,0.503759398,14.00000001,0.01163165,4.146777018,4.18E-05,283.019434
1285,2035,20,48.00595,11.27946,5/24/2013 12:00,5,0,670013.2651,5319475.659,0,2013,44,35,29,103,72,0.560606061,14.21441851,0.017123762,3.64239792,6.59E-05,308.8689042
1286,2036,20,48.00623,11.27861,5/24/2013 12:00,5,0,669948.9512,5319504.902,0,2013,41,29,24,91,47,0.582608696,14.22387899,0.007069449,4.717479616,8.17E-05,361.2478374
564,2037,20,48.00622,11.27817,1/17/2013 12:00,1,1,669916.1687,5319502.82,0,2013,41,30,22,88,44,0.6,14.00000002,0.006956999,2.623636945,7.17E-05,339.411255
1287,2037,20,48.00622,11.27817,5/24/2013 12:00,5,0,669916.1687,5319502.82,0,2013,41,30,22,88,44,0.6,14.00000002,0.006956999,2.623636945,7.17E-05,339.411255
565,2039,20,48.00615,11.27678,1/17/2013 12:00,1,1,669812.7318,5319491.976,0,2013,40,29,21,69,38,0.533333333,15.19568505,0.016086989,1.942409027,6.62E-06,234.3074903
1288,2039,20,48.00615,11.27678,5/26/2013 12:00,5,0,669812.7318,5319491.976,0,2013,40,29,21,69,38,0.533333333,15.19568505,0.016086989,1.942409027,6.62E-06,234.3074903
566,2040,20,48.00613,11.27546,1/17/2013 12:00,1,1,669714.3511,5319486.846,0,2013,42,30,22,83,31,0.580952381,15.75973061,0.013111655,3.848476618,1.22E-05,189.7366596
1289,2040,20,48.00613,11.27546,5/26/2013 12:00,5,0,669714.3511,5319486.846,0,2013,42,30,22,83,31,0.580952381,15.75973061,0.013111655,3.848476618,1.22E-05,189.7366596
567,2041,20,48.00657,11.27555,1/17/2013 12:00,1,1,669719.6192,5319535.944,0,2013,41,30,21,102,50,0.658536585,15.00414242,0.017751669,4.84795955,6.85E-05,216.3330765
1290,2041,20,48.00657,11.27555,5/26/2013 12:00,5,0,669719.6192,5319535.944,0,2013,41,30,21,102,50,0.658536585,15.00414242,0.017751669,4.84795955,6.85E-05,216.3330765
568,2043,20,48.00664,11.27663,1/17/2013 12:00,1,1,669799.9357,5319546.103,0,2013,40,30,20,84,42,0.615384615,14.95845425,0.03432646,1.199934486,0.000124742,283.019434
1291,2043,20,48.00664,11.27663,5/26/2013 12:00,5,0,669799.9357,5319546.103,0,2013,40,30,20,84,42,0.615384615,14.95845425,0.03432646,1.199934486,0.000124742,283.019434
1292,2044,20,48.0066,11.2775,5/26/2013 12:00,5,0,669864.9515,5319543.575,0,2013,39,28,22,81,50,0.572815534,14.1524387,0.016590873,4.367583602,0.000282116,318.9043744
569,2045,20,48.00666,11.27813,1/17/2013 12:00,1,1,669911.7397,5319551.632,0,2013,42,30,25,74,44,0.494949495,14.87748037,0.01139564,3.656192131,0.000275454,339.411255
1293,2045,20,48.00666,11.27813,5/26/2013 12:00,5,0,669911.7397,5319551.632,0,2013,42,30,25,74,44,0.494949495,14.87748037,0.01139564,3.656192131,0.000275454,339.411255
1294,2046,20,48.0065,11.27887,5/26/2013 12:00,5,0,669967.4546,5319535.482,0,2013,46,35,29,79,59,0.462962963,14.32034258,0.0061789,1.572030248,0.000182262,381.8376618
570,2047,20,48.0065,11.2793,1/18/2013 12:00,1,1,669999.524,5319536.431,0,2013,42,33,26,86,55,0.535714286,13.96426637,0.016626361,5.413609383,0.00013629,375.8989226
571,2048,20,48.0069,11.27737,1/18/2013 12:00,1,1,669854.2707,5319576.63,0,2013,46,38,39,75,53,0.315789474,14,0.002152169,0.685008357,0.000395173,324.4996148
1295,2048,20,48.0069,11.27737,5/26/2013 12:00,5,0,669854.2707,5319576.63,0,2013,46,38,39,75,53,0.315789474,14,0.002152169,0.685008357,0.000395173,324.4996148
572,2049,20,48.00695,11.27697,1/18/2013 12:00,1,1,669824.2747,5319581.305,0,2013,43,35,30,86,48,0.482758621,14.20350178,0.025936399,0.998059286,0.000300696,308.8689042
573,2050,20,48.00705,11.27603,1/18/2013 12:00,1,1,669753.8418,5319590.347,0,2013,43,33,27,77,47,0.480769231,15.16304306,0.008441351,1.593418781,0.000327661,276.5863337
1296,2050,20,48.00705,11.27603,5/25/2013 12:00,5,0,669753.8418,5319590.347,0,2013,43,33,27,77,47,0.480769231,15.16304306,0.008441351,1.593418781,0.000327661,276.5863337
574,2101,21,48.01605,11.33803,1/18/2013 12:00,1,1,674347.3891,5320729.026,0,2013,40,30,25,88,53,0.557522124,16,0.00730252,3.918283518,8.26E-06,84.85281374
575,2102,21,48.0161,11.33715,1/18/2013 12:00,1,1,674281.6026,5320732.592,0,2013,39,30,21,89,48,0.618181818,16,0.000138368,3.926994362,1.26E-05,42.42640687
1297,2102,21,48.0161,11.33715,5/20/2013 12:00,5,0,674281.6026,5320732.592,0,2013,39,30,21,89,48,0.618181818,16,0.000138368,3.926994362,1.26E-05,42.42640687
576,2103,21,48.01646,11.33738,1/18/2013 12:00,1,1,674297.5388,5320773.121,0,2013,40,29,22,75,38,0.546391753,16.02348193,0.008389163,3.79662608,1.72E-05,60
1298,2103,21,48.01646,11.33738,5/20/2013 12:00,5,0,674297.5388,5320773.121,0,2013,40,29,22,75,38,0.546391753,16.02348193,0.008389163,3.79662608,1.72E-05,60
1299,2104,21,48.01646,11.33779,5/20/2013 12:00,5,0,674328.1105,5320774.049,0,2013,41,29,21,90,47,0.621621622,16.11328145,0.017575424,3.861280897,1.37E-05,84.85281374
577,2105,21,48.01641,11.33886,1/18/2013 12:00,1,1,674408.0641,5320770.914,0,2013,38,29,21,92,49,0.628318584,17,0.007224185,3.1498285,1.09E-05,123.6931688
1300,2105,21,48.01641,11.33886,5/20/2013 12:00,5,0,674408.0641,5320770.914,0,2013,38,29,21,92,49,0.628318584,17,0.007224185,3.1498285,1.09E-05,123.6931688
1301,2107,21,48.01701,11.33929,5/28/2013 12:00,5,0,674438.1024,5320838.57,0,2013,40,30,23,109,59,0.651515152,17,0.002713252,2.28957195,1.10E-05,123.6931688
578,2108,21,48.01689,11.33846,1/18/2013 12:00,1,1,674376.6187,5320823.354,0,2013,39,29,23,84,48,0.570093458,17,2.90E-10,3.926990648,6.70E-06,67.08203932
1302,2108,21,48.01689,11.33846,5/28/2013 12:00,5,0,674376.6187,5320823.354,0,2013,39,29,23,84,48,0.570093458,17,2.90E-10,3.926990648,6.70E-06,67.08203932
579,2109,21,48.0169,11.33776,1/18/2013 12:00,1,1,674324.3897,5320822.881,0,2013,39,30,23,75,44,0.530612245,16.99999996,0.015285471,3.998127643,1.34E-05,30
1303,2109,21,48.0169,11.33776,5/28/2013 12:00,5,0,674324.3897,5320822.881,0,2013,39,30,23,75,44,0.530612245,16.99999996,0.015285471,3.998127643,1.34E-05,30
1304,2111,21,48.01736,11.33727,5/21/2013 12:00,5,0,674286.3019,5320872.895,0,2013,38,27,21,71,33,0.543478261,16.99999995,0.011372357,3.475506407,1.10E-05,0
1305,2112,21,48.0174,11.33777,5/21/2013 12:00,5,0,674323.449,5320878.472,0,2013,39,29,21,93,47,0.631578947,17,0.000711322,5.44838636,1.18E-05,0
580,2114,21,48.01741,11.33913,1/18/2013 12:00,1,1,674424.8222,5320882.662,0,2013,39,31,21,103,50,0.661290323,17,1.01E-11,2.356195465,1.31E-05,84.85281374
1306,2114,21,48.01741,11.33913,5/22/2013 12:00,5,0,674424.8222,5320882.662,0,2013,39,31,21,103,50,0.661290323,17,1.01E-11,2.356195465,1.31E-05,84.85281374
581,2115,21,48.01784,11.33981,1/18/2013 12:00,1,1,674474.0742,5320931.99,0,2013,39,29,20,99,51,0.663865546,17,7.32E-11,1.431110763,1.08E-05,94.86832981
1307,2116,21,48.01781,11.33917,5/26/2013 12:00,5,0,674426.4549,5320927.207,0,2013,39,29,22,93,47,0.617391304,17,0.00518327,5.497787144,1.09E-05,67.08203932
582,2117,21,48.0179,11.3385,1/18/2013 12:00,1,1,674376.1938,5320935.693,0,2013,40,28,20,82,44,0.607843137,15.47467409,0.018781464,5.619454833,8.07E-06,0
1308,2117,21,48.0179,11.3385,5/26/2013 12:00,5,0,674376.1938,5320935.693,0,2013,40,28,20,82,44,0.607843137,15.47467409,0.018781464,5.619454833,8.07E-06,0
1309,2118,21,48.01777,11.338,5/26/2013 12:00,5,0,674339.3507,5320920.113,0,2013,41,29,22,94,51,0.620689655,17,0.030105173,6.226320413,1.00E-05,0
1310,2119,21,48.01781,11.33713,5/26/2013 12:00,5,0,674274.3456,5320922.59,0,2013,40,29,22,86,43,0.592592593,16.88539292,0.03321702,6.125673084,5.55E-06,30
1311,2120,21,48.01823,11.33702,5/26/2013 12:00,5,0,674264.7276,5320969.019,0,2013,40,28,21,92,47,0.628318584,15,0.008734239,1.995948942,1.85E-06,84.85281374
1312,2121,21,48.01819,11.33791,5/26/2013 12:00,5,0,674331.2234,5320966.587,0,2013,39,28,21,74,34,0.557894737,15.90946461,0.013760899,3.738583352,1.12E-05,30
1313,2122,21,48.01812,11.33837,5/26/2013 12:00,5,0,674365.7584,5320959.848,0,2013,40,28,20,82,44,0.607843137,15.47467409,0.018781464,5.619454833,8.07E-06,0
583,2123,21,48.01821,11.33906,1/18/2013 12:00,1,1,674416.9031,5320971.413,0,2013,39,29,21,91,46,0.625,17,0.009764095,4.698424675,2.75E-06,42.42640687
1314,2123,21,48.01821,11.33906,5/26/2013 12:00,5,0,674416.9031,5320971.413,0,2013,39,29,21,91,46,0.625,17,0.009764095,4.698424675,2.75E-06,42.42640687
584,2125,21,48.01868,11.34042,1/18/2013 12:00,1,1,674516.7215,5321026.727,0,2013,39,28,20,90,45,0.636363636,15.84537982,0.036677336,1.419078728,4.16E-06,67.08203932
1315,2125,21,48.01868,11.34042,5/24/2013 12:00,5,0,674516.7215,5321026.727,0,2013,39,28,20,90,45,0.636363636,15.84537982,0.036677336,1.419078728,4.16E-06,67.08203932
585,2126,21,48.01873,11.33986,1/18/2013 12:00,1,1,674474.7979,5321031.015,0,2013,40,29,21,94,49,0.634782609,16.84992487,0.017476145,5.55925046,3.31E-06,30
1316,2126,21,48.01873,11.33986,5/24/2013 12:00,5,0,674474.7979,5321031.015,0,2013,40,29,21,94,49,0.634782609,16.84992487,0.017476145,5.55925046,3.31E-06,30
586,2127,21,48.01874,11.33921,1/18/2013 12:00,1,1,674426.2989,5321030.655,0,2013,41,28,22,93,49,0.617391304,16.23719459,0.02384976,5.621828136,1.73E-06,30
1317,2127,21,48.01874,11.33921,5/24/2013 12:00,5,0,674426.2989,5321030.655,0,2013,41,28,22,93,49,0.617391304,16.23719459,0.02384976,5.621828136,1.73E-06,30
587,2128,21,48.0187,11.33842,1/18/2013 12:00,1,1,674367.5298,5321024.421,0,2013,39,29,21,94,46,0.634782609,16,0.004905554,5.103651443,1.37E-05,0
1318,2128,21,48.0187,11.33842,5/24/2013 12:00,5,0,674367.5298,5321024.421,0,2013,39,29,21,94,46,0.634782609,16,0.004905554,5.103651443,1.37E-05,0
1319,2129,21,48.0187,11.33797,5/24/2013 12:00,5,0,674333.9769,5321023.402,0,2013,40,27,21,77,35,0.571428571,15.99999999,0.007015955,4.243086085,1.51E-05,30
588,2130,21,48.01866,11.33709,1/18/2013 12:00,1,1,674268.4972,5321016.966,0,2013,40,28,20,78,40,0.591836735,15.00000001,0.014017746,3.360025642,8.59E-06,84.85281374
589,2131,21,48.019,11.33624,1/18/2013 12:00,1,1,674203.9734,5321052.83,0,2013,39,27,20,66,32,0.534883721,16,1.07E-05,2.356194051,7.38E-06,169.7056275
1320,2131,21,48.019,11.33624,5/24/2013 12:00,5,0,674203.9734,5321052.83,0,2013,39,27,20,66,32,0.534883721,16,1.07E-05,2.356194051,7.38E-06,169.7056275
1321,2133,21,48.01918,11.3377,5/24/2013 12:00,5,0,674312.2263,5321076.137,0,2013,39,28,21,72,37,0.548387097,16,0.007523921,0.399970155,5.39E-06,67.08203932
1322,2134,21,48.01926,11.3385,5/24/2013 12:00,5,0,674371.6055,5321086.838,0,2013,39,28,19,88,39,0.644859813,15.65017358,0.007238685,5.403432627,1.77E-05,30
590,2135,21,48.01925,11.33933,1/18/2013 12:00,1,1,674433.5251,5321087.606,0,2013,39,28,21,86,44,0.607476636,15.83341064,0.004913245,4.005410698,5.51E-06,0
1323,2135,21,48.01925,11.33933,5/24/2013 12:00,5,0,674433.5251,5321087.606,0,2013,39,28,21,86,44,0.607476636,15.83341064,0.004913245,4.005410698,5.51E-06,0
1324,2136,21,48.01909,11.33991,5/24/2013 12:00,5,0,674477.3108,5321071.138,0,2013,40,29,22,89,46,0.603603604,16.80673937,0.011995955,0.689927362,5.99E-06,30
591,2137,21,48.01914,11.34036,1/18/2013 12:00,1,1,674510.6946,5321077.714,0,2013,40,28,21,84,47,0.6,15.83426817,0.029819923,1.550283232,4.00E-06,42.42640687
1325,2137,21,48.01914,11.34036,5/24/2013 12:00,5,0,674510.6946,5321077.714,0,2013,40,28,21,84,47,0.6,15.83426817,0.029819923,1.550283232,4.00E-06,42.42640687
